pos,desc_lis,img_lis,min,max_coll,voti,perc,area,circ_sto,cod_pr,data_prec_elez,desc_pr,dt_agg,dt_ele,ele_f,ele_m,ele_t,f_elet,fine_rip,l_terr,non_valid,perc_vot,prov_sto,reg_sto,sk_bianche,sk_contestate,sk_nulle,st,sz_perv,sz_tot,t_ele,tot_vot_lis,vot_f,vot_m,vot_t
7,FRATELLI D'ITALIA,1-20190526000000-7.png,N,NA,7431,"7,69",I,1,96,2.0140525e+13,BIELLA,20190527053840,2.0190526e+13,79187,72783,151970,SCRUTINI,S,PROVINCIA,NULL,"67,51",96,1,2769,1,3152,ESERCIZIO,212,212,Europee,96674,52896,49700,102596
1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,N,NA,3351,"3,47",I,1,96,2.0140525e+13,BIELLA,20190527053840,2.0190526e+13,79187,72783,151970,SCRUTINI,S,PROVINCIA,NULL,"67,51",96,1,2769,1,3152,ESERCIZIO,212,212,Europee,96674,52896,49700,102596
16,EUROPA VERDE,1-20190526000000-16.png,N,NA,2169,"2,24",I,1,96,2.0140525e+13,BIELLA,20190527053840,2.0190526e+13,79187,72783,151970,SCRUTINI,S,PROVINCIA,NULL,"67,51",96,1,2769,1,3152,ESERCIZIO,212,212,Europee,96674,52896,49700,102596
18,LA SINISTRA,1-20190526000000-18.png,N,NA,1219,"1,26",I,1,96,2.0140525e+13,BIELLA,20190527053840,2.0190526e+13,79187,72783,151970,SCRUTINI,S,PROVINCIA,NULL,"67,51",96,1,2769,1,3152,ESERCIZIO,212,212,Europee,96674,52896,49700,102596
4,PARTITO ANIMALISTA,1-20190526000000-4.png,N,NA,867,"0,90",I,1,96,2.0140525e+13,BIELLA,20190527053840,2.0190526e+13,79187,72783,151970,SCRUTINI,S,PROVINCIA,NULL,"67,51",96,1,2769,1,3152,ESERCIZIO,212,212,Europee,96674,52896,49700,102596
2,PARTITO COMUNISTA,1-20190526000000-2.png,N,NA,832,"0,86",I,1,96,2.0140525e+13,BIELLA,20190527053840,2.0190526e+13,79187,72783,151970,SCRUTINI,S,PROVINCIA,NULL,"67,51",96,1,2769,1,3152,ESERCIZIO,212,212,Europee,96674,52896,49700,102596
17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,N,NA,411,"0,43",I,1,96,2.0140525e+13,BIELLA,20190527053840,2.0190526e+13,79187,72783,151970,SCRUTINI,S,PROVINCIA,NULL,"67,51",96,1,2769,1,3152,ESERCIZIO,212,212,Europee,96674,52896,49700,102596
10,CASAPOUND ITALIA - DESTRE UNITE,1-20190526000000-10.png,N,NA,371,"0,38",I,1,96,2.0140525e+13,BIELLA,20190527053840,2.0190526e+13,79187,72783,151970,SCRUTINI,S,PROVINCIA,NULL,"67,51",96,1,2769,1,3152,ESERCIZIO,212,212,Europee,96674,52896,49700,102596
3,PARTITO PIRATA,1-20190526000000-3.png,N,NA,272,"0,28",I,1,96,2.0140525e+13,BIELLA,20190527053840,2.0190526e+13,79187,72783,151970,SCRUTINI,S,PROVINCIA,NULL,"67,51",96,1,2769,1,3152,ESERCIZIO,212,212,Europee,96674,52896,49700,102596
6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,N,NA,252,"0,26",I,1,96,2.0140525e+13,BIELLA,20190527053840,2.0190526e+13,79187,72783,151970,SCRUTINI,S,PROVINCIA,NULL,"67,51",96,1,2769,1,3152,ESERCIZIO,212,212,Europee,96674,52896,49700,102596
13,AUTONOMIE PER L'EUROPA,1-20190526000000-13.png,S,12,179,"0,19",I,1,96,2.0140525e+13,BIELLA,20190527053840,2.0190526e+13,79187,72783,151970,SCRUTINI,S,PROVINCIA,NULL,"67,51",96,1,2769,1,3152,ESERCIZIO,212,212,Europee,96674,52896,49700,102596
14,FORZA NUOVA,1-20190526000000-14.png,N,NA,170,"0,18",I,1,96,2.0140525e+13,BIELLA,20190527053840,2.0190526e+13,79187,72783,151970,SCRUTINI,S,PROVINCIA,NULL,"67,51",96,1,2769,1,3152,ESERCIZIO,212,212,Europee,96674,52896,49700,102596
5,LEGA SALVINI PREMIER,1-20190526000000-5.png,N,NA,134808,"43,94",I,1,27,2.0140525e+13,CUNEO,20190527070236,2.0190526e+13,247552,236564,484116,SCRUTINI,S,PROVINCIA,NULL,"67,32",27,1,10099,7,9018,ESERCIZIO,690,690,Europee,306798,163348,162574,325922
12,PARTITO DEMOCRATICO,1-20190526000000-12.png,N,NA,61778,"20,14",I,1,27,2.0140525e+13,CUNEO,20190527070236,2.0190526e+13,247552,236564,484116,SCRUTINI,S,PROVINCIA,NULL,"67,32",27,1,10099,7,9018,ESERCIZIO,690,690,Europee,306798,163348,162574,325922
11,FORZA ITALIA,1-20190526000000-11.png,N,NA,30069,"9,80",I,1,27,2.0140525e+13,CUNEO,20190527070236,2.0190526e+13,247552,236564,484116,SCRUTINI,S,PROVINCIA,NULL,"67,32",27,1,10099,7,9018,ESERCIZIO,690,690,Europee,306798,163348,162574,325922
8,MOVIMENTO 5 STELLE,1-20190526000000-8.png,N,NA,29431,"9,59",I,1,27,2.0140525e+13,CUNEO,20190527070236,2.0190526e+13,247552,236564,484116,SCRUTINI,S,PROVINCIA,NULL,"67,32",27,1,10099,7,9018,ESERCIZIO,690,690,Europee,306798,163348,162574,325922
7,FRATELLI D'ITALIA,1-20190526000000-7.png,N,NA,18546,"6,05",I,1,27,2.0140525e+13,CUNEO,20190527070236,2.0190526e+13,247552,236564,484116,SCRUTINI,S,PROVINCIA,NULL,"67,32",27,1,10099,7,9018,ESERCIZIO,690,690,Europee,306798,163348,162574,325922
1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,N,NA,10381,"3,38",I,1,27,2.0140525e+13,CUNEO,20190527070236,2.0190526e+13,247552,236564,484116,SCRUTINI,S,PROVINCIA,NULL,"67,32",27,1,10099,7,9018,ESERCIZIO,690,690,Europee,306798,163348,162574,325922
16,EUROPA VERDE,1-20190526000000-16.png,N,NA,6748,"2,20",I,1,27,2.0140525e+13,CUNEO,20190527070236,2.0190526e+13,247552,236564,484116,SCRUTINI,S,PROVINCIA,NULL,"67,32",27,1,10099,7,9018,ESERCIZIO,690,690,Europee,306798,163348,162574,325922
18,LA SINISTRA,1-20190526000000-18.png,N,NA,3776,"1,23",I,1,27,2.0140525e+13,CUNEO,20190527070236,2.0190526e+13,247552,236564,484116,SCRUTINI,S,PROVINCIA,NULL,"67,32",27,1,10099,7,9018,ESERCIZIO,690,690,Europee,306798,163348,162574,325922
17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,N,NA,2926,"0,95",I,1,27,2.0140525e+13,CUNEO,20190527070236,2.0190526e+13,247552,236564,484116,SCRUTINI,S,PROVINCIA,NULL,"67,32",27,1,10099,7,9018,ESERCIZIO,690,690,Europee,306798,163348,162574,325922
4,PARTITO ANIMALISTA,1-20190526000000-4.png,N,NA,2404,"0,78",I,1,27,2.0140525e+13,CUNEO,20190527070236,2.0190526e+13,247552,236564,484116,SCRUTINI,S,PROVINCIA,NULL,"67,32",27,1,10099,7,9018,ESERCIZIO,690,690,Europee,306798,163348,162574,325922
2,PARTITO COMUNISTA,1-20190526000000-2.png,N,NA,1964,"0,64",I,1,27,2.0140525e+13,CUNEO,20190527070236,2.0190526e+13,247552,236564,484116,SCRUTINI,S,PROVINCIA,NULL,"67,32",27,1,10099,7,9018,ESERCIZIO,690,690,Europee,306798,163348,162574,325922
10,CASAPOUND ITALIA - DESTRE UNITE,1-20190526000000-10.png,N,NA,1247,"0,41",I,1,27,2.0140525e+13,CUNEO,20190527070236,2.0190526e+13,247552,236564,484116,SCRUTINI,S,PROVINCIA,NULL,"67,32",27,1,10099,7,9018,ESERCIZIO,690,690,Europee,306798,163348,162574,325922
6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,N,NA,842,"0,27",I,1,27,2.0140525e+13,CUNEO,20190527070236,2.0190526e+13,247552,236564,484116,SCRUTINI,S,PROVINCIA,NULL,"67,32",27,1,10099,7,9018,ESERCIZIO,690,690,Europee,306798,163348,162574,325922
3,PARTITO PIRATA,1-20190526000000-3.png,N,NA,796,"0,26",I,1,27,2.0140525e+13,CUNEO,20190527070236,2.0190526e+13,247552,236564,484116,SCRUTINI,S,PROVINCIA,NULL,"67,32",27,1,10099,7,9018,ESERCIZIO,690,690,Europee,306798,163348,162574,325922
13,AUTONOMIE PER L'EUROPA,1-20190526000000-13.png,S,12,560,"0,18",I,1,27,2.0140525e+13,CUNEO,20190527070236,2.0190526e+13,247552,236564,484116,SCRUTINI,S,PROVINCIA,NULL,"67,32",27,1,10099,7,9018,ESERCIZIO,690,690,Europee,306798,163348,162574,325922
14,FORZA NUOVA,1-20190526000000-14.png,N,NA,522,"0,17",I,1,27,2.0140525e+13,CUNEO,20190527070236,2.0190526e+13,247552,236564,484116,SCRUTINI,S,PROVINCIA,NULL,"67,32",27,1,10099,7,9018,ESERCIZIO,690,690,Europee,306798,163348,162574,325922
5,LEGA SALVINI PREMIER,1-20190526000000-5.png,N,NA,74285,"40,88",I,1,52,2.0140525e+13,NOVARA,20190527053950,2.0190526e+13,150706,141031,291737,SCRUTINI,S,PROVINCIA,NULL,"65,29",52,1,3946,1,4787,ESERCIZIO,346,346,Europee,181736,97142,93328,190470
12,PARTITO DEMOCRATICO,1-20190526000000-12.png,N,NA,38928,"21,42",I,1,52,2.0140525e+13,NOVARA,20190527053950,2.0190526e+13,150706,141031,291737,SCRUTINI,S,PROVINCIA,NULL,"65,29",52,1,3946,1,4787,ESERCIZIO,346,346,Europee,181736,97142,93328,190470
8,MOVIMENTO 5 STELLE,1-20190526000000-8.png,N,NA,20539,"11,30",I,1,52,2.0140525e+13,NOVARA,20190527053950,2.0190526e+13,150706,141031,291737,SCRUTINI,S,PROVINCIA,NULL,"65,29",52,1,3946,1,4787,ESERCIZIO,346,346,Europee,181736,97142,93328,190470
11,FORZA ITALIA,1-20190526000000-11.png,N,NA,18049,"9,93",I,1,52,2.0140525e+13,NOVARA,20190527053950,2.0190526e+13,150706,141031,291737,SCRUTINI,S,PROVINCIA,NULL,"65,29",52,1,3946,1,4787,ESERCIZIO,346,346,Europee,181736,97142,93328,190470
7,FRATELLI D'ITALIA,1-20190526000000-7.png,N,NA,13666,"7,52",I,1,52,2.0140525e+13,NOVARA,20190527053950,2.0190526e+13,150706,141031,291737,SCRUTINI,S,PROVINCIA,NULL,"65,29",52,1,3946,1,4787,ESERCIZIO,346,346,Europee,181736,97142,93328,190470
1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,N,NA,4836,"2,66",I,1,52,2.0140525e+13,NOVARA,20190527053950,2.0190526e+13,150706,141031,291737,SCRUTINI,S,PROVINCIA,NULL,"65,29",52,1,3946,1,4787,ESERCIZIO,346,346,Europee,181736,97142,93328,190470
16,EUROPA VERDE,1-20190526000000-16.png,N,NA,3667,"2,02",I,1,52,2.0140525e+13,NOVARA,20190527053950,2.0190526e+13,150706,141031,291737,SCRUTINI,S,PROVINCIA,NULL,"65,29",52,1,3946,1,4787,ESERCIZIO,346,346,Europee,181736,97142,93328,190470
18,LA SINISTRA,1-20190526000000-18.png,N,NA,1567,"0,86",I,1,52,2.0140525e+13,NOVARA,20190527053950,2.0190526e+13,150706,141031,291737,SCRUTINI,S,PROVINCIA,NULL,"65,29",52,1,3946,1,4787,ESERCIZIO,346,346,Europee,181736,97142,93328,190470
2,PARTITO COMUNISTA,1-20190526000000-2.png,N,NA,1491,"0,82",I,1,52,2.0140525e+13,NOVARA,20190527053950,2.0190526e+13,150706,141031,291737,SCRUTINI,S,PROVINCIA,NULL,"65,29",52,1,3946,1,4787,ESERCIZIO,346,346,Europee,181736,97142,93328,190470
4,PARTITO ANIMALISTA,1-20190526000000-4.png,N,NA,1470,"0,81",I,1,52,2.0140525e+13,NOVARA,20190527053950,2.0190526e+13,150706,141031,291737,SCRUTINI,S,PROVINCIA,NULL,"65,29",52,1,3946,1,4787,ESERCIZIO,346,346,Europee,181736,97142,93328,190470
17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,N,NA,941,"0,52",I,1,52,2.0140525e+13,NOVARA,20190527053950,2.0190526e+13,150706,141031,291737,SCRUTINI,S,PROVINCIA,NULL,"65,29",52,1,3946,1,4787,ESERCIZIO,346,346,Europee,181736,97142,93328,190470
10,CASAPOUND ITALIA - DESTRE UNITE,1-20190526000000-10.png,N,NA,698,"0,38",I,1,52,2.0140525e+13,NOVARA,20190527053950,2.0190526e+13,150706,141031,291737,SCRUTINI,S,PROVINCIA,NULL,"65,29",52,1,3946,1,4787,ESERCIZIO,346,346,Europee,181736,97142,93328,190470
6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,N,NA,545,"0,30",I,1,52,2.0140525e+13,NOVARA,20190527053950,2.0190526e+13,150706,141031,291737,SCRUTINI,S,PROVINCIA,NULL,"65,29",52,1,3946,1,4787,ESERCIZIO,346,346,Europee,181736,97142,93328,190470
3,PARTITO PIRATA,1-20190526000000-3.png,N,NA,457,"0,25",I,1,52,2.0140525e+13,NOVARA,20190527053950,2.0190526e+13,150706,141031,291737,SCRUTINI,S,PROVINCIA,NULL,"65,29",52,1,3946,1,4787,ESERCIZIO,346,346,Europee,181736,97142,93328,190470
14,FORZA NUOVA,1-20190526000000-14.png,N,NA,360,"0,20",I,1,52,2.0140525e+13,NOVARA,20190527053950,2.0190526e+13,150706,141031,291737,SCRUTINI,S,PROVINCIA,NULL,"65,29",52,1,3946,1,4787,ESERCIZIO,346,346,Europee,181736,97142,93328,190470
13,AUTONOMIE PER L'EUROPA,1-20190526000000-13.png,S,12,237,"0,13",I,1,52,2.0140525e+13,NOVARA,20190527053950,2.0190526e+13,150706,141031,291737,SCRUTINI,S,PROVINCIA,NULL,"65,29",52,1,3946,1,4787,ESERCIZIO,346,346,Europee,181736,97142,93328,190470
5,LEGA SALVINI PREMIER,1-20190526000000-5.png,N,NA,354699,"31,74",I,1,81,2.0140525e+13,TORINO,20190527083543,2.0190526e+13,941820,869891,1811711,SCRUTINI,S,PROVINCIA,NULL,"64,22",81,1,17518,113,28300,ESERCIZIO,2314,2314,Europee,1117522,594187,569266,1163453
12,PARTITO DEMOCRATICO,1-20190526000000-12.png,N,NA,305637,"27,35",I,1,81,2.0140525e+13,TORINO,20190527083543,2.0190526e+13,941820,869891,1811711,SCRUTINI,S,PROVINCIA,NULL,"64,22",81,1,17518,113,28300,ESERCIZIO,2314,2314,Europee,1117522,594187,569266,1163453
8,MOVIMENTO 5 STELLE,1-20190526000000-8.png,N,NA,171799,"15,37",I,1,81,2.0140525e+13,TORINO,20190527083543,2.0190526e+13,941820,869891,1811711,SCRUTINI,S,PROVINCIA,NULL,"64,22",81,1,17518,113,28300,ESERCIZIO,2314,2314,Europee,1117522,594187,569266,1163453
11,FORZA ITALIA,1-20190526000000-11.png,N,NA,93552,"8,37",I,1,81,2.0140525e+13,TORINO,20190527083543,2.0190526e+13,941820,869891,1811711,SCRUTINI,S,PROVINCIA,NULL,"64,22",81,1,17518,113,28300,ESERCIZIO,2314,2314,Europee,1117522,594187,569266,1163453
7,FRATELLI D'ITALIA,1-20190526000000-7.png,N,NA,62438,"5,59",I,1,81,2.0140525e+13,TORINO,20190527083543,2.0190526e+13,941820,869891,1811711,SCRUTINI,S,PROVINCIA,NULL,"64,22",81,1,17518,113,28300,ESERCIZIO,2314,2314,Europee,1117522,594187,569266,1163453
1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,N,NA,41008,"3,67",I,1,81,2.0140525e+13,TORINO,20190527083543,2.0190526e+13,941820,869891,1811711,SCRUTINI,S,PROVINCIA,NULL,"64,22",81,1,17518,113,28300,ESERCIZIO,2314,2314,Europee,1117522,594187,569266,1163453
16,EUROPA VERDE,1-20190526000000-16.png,N,NA,28372,"2,54",I,1,81,2.0140525e+13,TORINO,20190527083543,2.0190526e+13,941820,869891,1811711,SCRUTINI,S,PROVINCIA,NULL,"64,22",81,1,17518,113,28300,ESERCIZIO,2314,2314,Europee,1117522,594187,569266,1163453
18,LA SINISTRA,1-20190526000000-18.png,N,NA,20882,"1,87",I,1,81,2.0140525e+13,TORINO,20190527083543,2.0190526e+13,941820,869891,1811711,SCRUTINI,S,PROVINCIA,NULL,"64,22",81,1,17518,113,28300,ESERCIZIO,2314,2314,Europee,1117522,594187,569266,1163453
2,PARTITO COMUNISTA,1-20190526000000-2.png,N,NA,11444,"1,02",I,1,81,2.0140525e+13,TORINO,20190527083543,2.0190526e+13,941820,869891,1811711,SCRUTINI,S,PROVINCIA,NULL,"64,22",81,1,17518,113,28300,ESERCIZIO,2314,2314,Europee,1117522,594187,569266,1163453
4,PARTITO ANIMALISTA,1-20190526000000-4.png,N,NA,8841,"0,79",I,1,81,2.0140525e+13,TORINO,20190527083543,2.0190526e+13,941820,869891,1811711,SCRUTINI,S,PROVINCIA,NULL,"64,22",81,1,17518,113,28300,ESERCIZIO,2314,2314,Europee,1117522,594187,569266,1163453
17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,N,NA,6330,"0,57",I,1,81,2.0140525e+13,TORINO,20190527083543,2.0190526e+13,941820,869891,1811711,SCRUTINI,S,PROVINCIA,NULL,"64,22",81,1,17518,113,28300,ESERCIZIO,2314,2314,Europee,1117522,594187,569266,1163453
10,CASAPOUND ITALIA - DESTRE UNITE,1-20190526000000-10.png,N,NA,3642,"0,33",I,1,81,2.0140525e+13,TORINO,20190527083543,2.0190526e+13,941820,869891,1811711,SCRUTINI,S,PROVINCIA,NULL,"64,22",81,1,17518,113,28300,ESERCIZIO,2314,2314,Europee,1117522,594187,569266,1163453
6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,N,NA,2959,"0,26",I,1,81,2.0140525e+13,TORINO,20190527083543,2.0190526e+13,941820,869891,1811711,SCRUTINI,S,PROVINCIA,NULL,"64,22",81,1,17518,113,28300,ESERCIZIO,2314,2314,Europee,1117522,594187,569266,1163453
3,PARTITO PIRATA,1-20190526000000-3.png,N,NA,2941,"0,26",I,1,81,2.0140525e+13,TORINO,20190527083543,2.0190526e+13,941820,869891,1811711,SCRUTINI,S,PROVINCIA,NULL,"64,22",81,1,17518,113,28300,ESERCIZIO,2314,2314,Europee,1117522,594187,569266,1163453
13,AUTONOMIE PER L'EUROPA,1-20190526000000-13.png,S,12,1564,"0,14",I,1,81,2.0140525e+13,TORINO,20190527083543,2.0190526e+13,941820,869891,1811711,SCRUTINI,S,PROVINCIA,NULL,"64,22",81,1,17518,113,28300,ESERCIZIO,2314,2314,Europee,1117522,594187,569266,1163453
14,FORZA NUOVA,1-20190526000000-14.png,N,NA,1414,"0,13",I,1,81,2.0140525e+13,TORINO,20190527083543,2.0190526e+13,941820,869891,1811711,SCRUTINI,S,PROVINCIA,NULL,"64,22",81,1,17518,113,28300,ESERCIZIO,2314,2314,Europee,1117522,594187,569266,1163453
5,LEGA SALVINI PREMIER,1-20190526000000-5.png,N,NA,35870,"44,01",I,1,102,2.0140525e+13,VERBANO-CUSIO-OSSOLA,20190527053416,2.0190526e+13,72167,68099,140266,SCRUTINI,S,PROVINCIA,NULL,"61,29",102,1,2094,15,2360,ESERCIZIO,225,225,Europee,81502,43722,42249,85971
12,PARTITO DEMOCRATICO,1-20190526000000-12.png,N,NA,17502,"21,47",I,1,102,2.0140525e+13,VERBANO-CUSIO-OSSOLA,20190527053416,2.0190526e+13,72167,68099,140266,SCRUTINI,S,PROVINCIA,NULL,"61,29",102,1,2094,15,2360,ESERCIZIO,225,225,Europee,81502,43722,42249,85971
8,MOVIMENTO 5 STELLE,1-20190526000000-8.png,N,NA,8432,"10,35",I,1,102,2.0140525e+13,VERBANO-CUSIO-OSSOLA,20190527053416,2.0190526e+13,72167,68099,140266,SCRUTINI,S,PROVINCIA,NULL,"61,29",102,1,2094,15,2360,ESERCIZIO,225,225,Europee,81502,43722,42249,85971
11,FORZA ITALIA,1-20190526000000-11.png,N,NA,7327,"8,99",I,1,102,2.0140525e+13,VERBANO-CUSIO-OSSOLA,20190527053416,2.0190526e+13,72167,68099,140266,SCRUTINI,S,PROVINCIA,NULL,"61,29",102,1,2094,15,2360,ESERCIZIO,225,225,Europee,81502,43722,42249,85971
7,FRATELLI D'ITALIA,1-20190526000000-7.png,N,NA,4743,"5,82",I,1,102,2.0140525e+13,VERBANO-CUSIO-OSSOLA,20190527053416,2.0190526e+13,72167,68099,140266,SCRUTINI,S,PROVINCIA,NULL,"61,29",102,1,2094,15,2360,ESERCIZIO,225,225,Europee,81502,43722,42249,85971
1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,N,NA,1924,"2,36",I,1,102,2.0140525e+13,VERBANO-CUSIO-OSSOLA,20190527053416,2.0190526e+13,72167,68099,140266,SCRUTINI,S,PROVINCIA,NULL,"61,29",102,1,2094,15,2360,ESERCIZIO,225,225,Europee,81502,43722,42249,85971
16,EUROPA VERDE,1-20190526000000-16.png,N,NA,1860,"2,28",I,1,102,2.0140525e+13,VERBANO-CUSIO-OSSOLA,20190527053416,2.0190526e+13,72167,68099,140266,SCRUTINI,S,PROVINCIA,NULL,"61,29",102,1,2094,15,2360,ESERCIZIO,225,225,Europee,81502,43722,42249,85971
2,PARTITO COMUNISTA,1-20190526000000-2.png,N,NA,954,"1,17",I,1,102,2.0140525e+13,VERBANO-CUSIO-OSSOLA,20190527053416,2.0190526e+13,72167,68099,140266,SCRUTINI,S,PROVINCIA,NULL,"61,29",102,1,2094,15,2360,ESERCIZIO,225,225,Europee,81502,43722,42249,85971
18,LA SINISTRA,1-20190526000000-18.png,N,NA,941,"1,15",I,1,102,2.0140525e+13,VERBANO-CUSIO-OSSOLA,20190527053416,2.0190526e+13,72167,68099,140266,SCRUTINI,S,PROVINCIA,NULL,"61,29",102,1,2094,15,2360,ESERCIZIO,225,225,Europee,81502,43722,42249,85971
4,PARTITO ANIMALISTA,1-20190526000000-4.png,N,NA,675,"0,83",I,1,102,2.0140525e+13,VERBANO-CUSIO-OSSOLA,20190527053416,2.0190526e+13,72167,68099,140266,SCRUTINI,S,PROVINCIA,NULL,"61,29",102,1,2094,15,2360,ESERCIZIO,225,225,Europee,81502,43722,42249,85971
17,POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE,1-20190526000000-17.png,N,NA,318,"0,39",I,1,102,2.0140525e+13,VERBANO-CUSIO-OSSOLA,20190527053416,2.0190526e+13,72167,68099,140266,SCRUTINI,S,PROVINCIA,NULL,"61,29",102,1,2094,15,2360,ESERCIZIO,225,225,Europee,81502,43722,42249,85971
10,CASAPOUND ITALIA - DESTRE UNITE,1-20190526000000-10.png,N,NA,274,"0,34",I,1,102,2.0140525e+13,VERBANO-CUSIO-OSSOLA,20190527053416,2.0190526e+13,72167,68099,140266,SCRUTINI,S,PROVINCIA,NULL,"61,29",102,1,2094,15,2360,ESERCIZIO,225,225,Europee,81502,43722,42249,85971
6,POPOLARI PER L'ITALIA,1-20190526000000-6.png,N,NA,216,"0,27",I,1,102,2.0140525e+13,VERBANO-CUSIO-OSSOLA,20190527053416,2.0190526e+13,72167,68099,140266,SCRUTINI,S,PROVINCIA,NULL,"61,29",102,1,2094,15,2360,ESERCIZIO,225,225,Europee,81502,43722,42249,85971
3,PARTITO PIRATA,1-20190526000000-3.png,N,NA,212,"0,26",I,1,102,2.0140525e+13,VERBANO-CUSIO-OSSOLA,20190527053416,2.0190526e+13,72167,68099,140266,SCRUTINI,S,PROVINCIA,NULL,"61,29",102,1,2094,15,2360,ESERCIZIO,225,225,Europee,81502,43722,42249,85971
14,FORZA NUOVA,1-20190526000000-14.png,N,NA,136,"0,17",I,1,102,2.0140525e+13,VERBANO-CUSIO-OSSOLA,20190527053416,2.0190526e+13,72167,68099,140266,SCRUTINI,S,PROVINCIA,NULL,"61,29",102,1,2094,15,2360,ESERCIZIO,225,225,Europee,81502,43722,42249,85971
13,AUTONOMIE PER L'EUROPA,1-20190526000000-13.png,S,12,118,"0,14",I,1,102,2.0140525e+13,VERBANO-CUSIO-OSSOLA,20190527053416,2.0190526e+13,72167,68099,140266,SCRUTINI,S,PROVINCIA,NULL,"61,29",102,1,2094,15,2360,ESERCIZIO,225,225,Europee,81502,43722,42249,85971
5,LEGA SALVINI PREMIER,1-20190526000000-5.png,N,NA,38979,"44,37",I,1,88,2.0140525e+13,VERCELLI,20190527055237,2.0190526e+13,73477,68954,142431,SCRUTINI,S,PROVINCIA,NULL,"65,23",88,1,2431,1,2632,ESERCIZIO,217,217,Europee,87843,47221,45686,92907
12,PARTITO DEMOCRATICO,1-20190526000000-12.png,N,NA,16760,"19,08",I,1,88,2.0140525e+13,VERCELLI,20190527055237,2.0190526e+13,73477,68954,142431,SCRUTINI,S,PROVINCIA,NULL,"65,23",88,1,2431,1,2632,ESERCIZIO,217,217,Europee,87843,47221,45686,92907
8,MOVIMENTO 5 STELLE,1-20190526000000-8.png,N,NA,9334,"10,63",I,1,88,2.0140525e+13,VERCELLI,20190527055237,2.0190526e+13,73477,68954,142431,SCRUTINI,S,PROVINCIA,NULL,"65,23",88,1,2431,1,2632,ESERCIZIO,217,217,Europee,87843,47221,45686,92907
11,FORZA ITALIA,1-20190526000000-11.png,N,NA,8925,"10,16",I,1,88,2.0140525e+13,VERCELLI,20190527055237,2.0190526e+13,73477,68954,142431,SCRUTINI,S,PROVINCIA,NULL,"65,23",88,1,2431,1,2632,ESERCIZIO,217,217,Europee,87843,47221,45686,92907
7,FRATELLI D'ITALIA,1-20190526000000-7.png,N,NA,5608,"6,38",I,1,88,2.0140525e+13,VERCELLI,20190527055237,2.0190526e+13,73477,68954,142431,SCRUTINI,S,PROVINCIA,NULL,"65,23",88,1,2431,1,2632,ESERCIZIO,217,217,Europee,87843,47221,45686,92907
1,+EUROPA - ITALIA IN COMUNE - PDE ITALIA,1-20190526000000-1.png,N,NA,2977,"3,39",I,1,88,2.0140525e+13,VERCELLI,20190527055237,2.0190526e+13,73477,68954,142431,SCRUTINI,S,PROVINCIA,NULL,"65,23",88,1,2431,1,2632,ESERCIZIO,217,217,Europee,87843,47221,45686,92907
16,EUROPA VERDE,1-20190526000000-16.png,N,NA,1433,"1,63",I,1,88,2.0140525e+13,VERCELLI,20190527055237,2.0190526e+13,73477,68954,142431,SCRUTINI,S,PROVINCIA,NULL,"65,23",88,1,2431,1,2632,ESERCIZIO,217,217,Europee,87843,47221,45686,92907
18,LA SINISTRA,1-20190526000000-18.png,N,NA,861,"0,98",I,1,88,2.0140525e+13,VERCELLI,20190527055237,2.0190526e+13,73477,68954,142431,SCRUTINI,S,PROVINCIA,NULL,"65,23",88,1,2431,1,2632,ESERCIZIO,217,217,Europee,87843,47221,45686,92907
2,PARTITO COMUNISTA,1-20190526000000-2.png,N,NA,853,"0,97",I,1,88,2.0140525e+13,VERCELLI,20190527055237,2.0190526e+13,73477,68954,142431,SCRUTINI,S,PROVINCIA,NULL,"65,23",88,1,2431,1,2632,ESERCIZIO,217,217,Europee,87843,47221,45686,92907
4,PARTITO ANIMALISTA,1-20190526000000-4.png,N,NA,716,"0,82",I,1,88,2.0140525e+13,VERCELLI,20190527055237,2.0190526e+13,73477,68954,142431,SCRUTINI,S,PROVINCIA,NULL,"65,23",88,1,2431,1,2632,ESERCIZIO,217,217,Europee,87843,47221,45686,92907
